"","gage_id","PRE","Lead_time_month"
"130","12413000_16",9.71665890541817,2
"131","12414500_15",15.1053877923615,2
"132","12414500_16",16.355107740561,2
"133","12414500_17",22.4312854341869,2
"134","12414500_18",21.7626586845689,2
"135","12451000_14",14.437241951376,2
"136","12451000_15",8.66260183379773,2
"137","12452800_13",18.3969824192018,2
"138","12452800_14",17.9342629282035,2
"139","12452800_15",19.3093713619687,2
"140","12452800_16",20.6187816378277,2
"141","12452800_17",10.8823316935001,2
"142","13011500_23",32.9588152026589,2
"143","13011500_25",48.3534715666402,2
"144","13011500_26",44.4568268061714,2
"145","13011500_27",34.203527066819,2
"146","13011900_23",16.9248498124558,2
"147","13011900_24",31.7775783879166,2
"148","13011900_25",32.4211050623961,2
"149","13011900_26",37.7420371721786,2
"150","13011900_27",18.4582602869136,2
"151","13011900_28",34.0570966063358,2
"152","13011900_30",8.77635969732061,2
"153","13011900_31",7.60084501679191,2
"154","13161500_20",11.0419761782099,2
"155","13161500_22",9.71785191004546,2
"156","13161500_23",7.79369142314177,2
"157","13185000_17",17.6523749771975,2
"158","13185000_18",19.5976873600907,2
"159","13185000_19",24.5317264901008,2
"160","13185000_20",24.7774629076198,2
"161","13185000_21",22.7030940268903,2
"162","13185000_22",24.2571417747209,2
"163","13185000_23",29.0413788628204,2
"164","13185000_24",31.0373861343897,2
"165","13185000_25",21.8168836723828,2
"166","13310700_18",23.5840026317296,2
"167","13310700_19",27.4371082579289,2
"168","13310700_20",33.7577074947611,2
"169","13310700_21",32.6993295171569,2
"170","13340000_12",14.48836869445,2
"171","13340000_13",16.4884553470399,2
"172","13340000_14",13.7174325021179,2
"173","13340000_15",15.1379511965515,2
"174","13340000_16",14.84351048697,2
"175","13340000_17",17.0712689120789,2
"176","13340000_18",18.0695809432732,2
"177","13340000_19",25.8472879312411,2
"178","13340000_20",19.7018975115065,2
"179","13340000_21",15.6660102218884,2
"180","13340000_22",18.8314081883697,2
"181","13340600_12",12.3937844980628,2
"182","13340600_13",17.8427377330925,2
"183","13340600_14",15.2157845366446,2
"184","13340600_15",21.6787506206084,2
"185","13340600_16",29.9050163859336,2
"186","13340600_17",21.8777713518625,2
"187","13340600_18",14.4529473186142,2
"188","14400000_10",7.85648952726575,2
"189","9217900_31",9.31430045818111,2
"190","9223000_25",8.07593707354325,2
"191","9223000_26",8.22888987088417,2
"192","9312600_25",9.14967078427689,2
"193","9312600_26",11.0821340908505,2
"194","9312600_27",12.4024555959209,2
"195","Sierra Nevada_10",12.2275620566072,2
"196","Sierra Nevada_11",15.4709146278413,2
"197","Sierra Nevada_12",14.9730573026805,2
"198","Sierra Nevada_13",15.5979356349469,2
"199","Sierra Nevada_14",19.2052442566747,2
"200","Sierra Nevada_15",19.2671054918896,2
"201","Sierra Nevada_16",17.6173019928397,2
"202","Sierra Nevada_17",10.7178440863398,2
"203","Sierra Nevada_19",8.01604182590787,2
"204","Sierra Nevada_2",18.2813385173726,2
"205","Sierra Nevada_28",11.6346107885696,2
"206","Sierra Nevada_29",16.6170151297473,2
"207","Sierra Nevada_3",21.5631054633724,2
"208","Sierra Nevada_30",22.440839370583,2
"209","Sierra Nevada_31",23.0793972369444,2
"210","Sierra Nevada_32",18.7782353423342,2
"211","Sierra Nevada_33",19.3352785096776,2
"212","Sierra Nevada_34",20.1496871762381,2
"213","Sierra Nevada_35",17.666758599032,2
"214","Sierra Nevada_4",19.3005570090568,2
"215","Sierra Nevada_5",16.109022054871,2
"216","Sierra Nevada_6",14.8506072437277,2
"217","Sierra Nevada_7",13.4825320128019,2
"218","Sierra Nevada_8",13.771488656664,2
"219","Sierra Nevada_9",14.4161416442743,2
"220","Upper Colorado Region_14",8.69572398900033,2
"221","Upper Colorado Region_15",12.3597088323747,2
"222","Upper Colorado Region_16",12.6593274620445,2
"223","Upper Colorado Region_17",15.517153631257,2
"224","Upper Colorado Region_18",15.8736799500878,2
"225","Upper Colorado Region_19",12.1434654402683,2
"226","Upper Colorado Region_20",10.2843587103416,2
"227","Upper Colorado Region_21",8.91158062170802,2
"228","Upper Colorado Region_22",7.80064719159236,2
"229","Upper Colorado Region_25",7.73891541935897,2
"230","Upper Colorado Region_26",8.47702989036091,2
"231","Upper Colorado Region_27",9.65993933916671,2
"232","Upper Colorado Region_28",8.29167527458935,2
"233","11381500_13",8.93821757706326,3
"234","11383500_14",10.6661150650397,3
"235","11478500_10",8.97165605943777,3
"236","11478500_11",9.12139802038265,3
"237","11528700_10",7.64940999725012,3
"238","11528700_11",9.1214158044835,3
"239","12390700_15",12.4110207487578,3
"240","12413000_14",10.4636047365703,3
"241","12413000_16",9.93667261515987,3
"242","12414500_15",15.1598499016328,3
"243","12414500_16",16.3726302416483,3
"244","12414500_17",22.4707946819744,3
"245","12414500_18",21.7660283878876,3
"246","12451000_14",11.321947671411,3
"247","12452800_13",18.4178523919683,3
"248","12452800_14",17.8871245544147,3
"249","12452800_15",19.3205635682931,3
"250","12452800_16",20.5863319023759,3
"251","12452800_17",10.861041065606,3
"252","13011500_23",32.9407377338011,3
"253","13011500_25",48.3256725364629,3
"254","13011500_26",44.4348205028674,3
"255","13011500_27",34.1895641000962,3
"256","13011900_23",16.9031813330299,3
"257","13011900_24",31.7392238890331,3
"258","13011900_25",32.4037181845602,3
"259","13011900_26",37.7351636818919,3
"260","13011900_27",18.4504933305488,3
"261","13011900_28",34.0444340722657,3
"262","13011900_30",8.54912491511731,3
"263","13011900_31",7.93589811692388,3
"264","13161500_20",8.71053504318093,3
"265","13161500_22",9.4167270877675,3
"266","13185000_17",15.9078001053157,3
"267","13185000_18",18.4397859157662,3
"268","13185000_19",23.341840928677,3
"269","13185000_20",23.9773876243313,3
"270","13185000_21",22.0816659250002,3
"271","13185000_22",23.9566324927336,3
"272","13185000_23",28.9292198686183,3
"273","13185000_24",30.9039474701346,3
"274","13185000_25",21.7865044891012,3
"275","13310700_18",19.6122783807735,3
"276","13310700_19",26.4138975480867,3
"277","13310700_20",32.3919449163527,3
"278","13310700_21",32.5540415316282,3
"279","13340000_12",10.2811106780125,3
"280","13340000_13",14.0123448181061,3
"281","13340000_14",11.9215465782236,3
"282","13340000_15",13.7827576918765,3
"283","13340000_16",14.385985878533,3
"284","13340000_17",17.0011240599041,3
"285","13340000_18",18.0835618297287,3
"286","13340000_19",25.8366057615235,3
"287","13340000_20",19.6662665202623,3
"288","13340000_21",15.6474039127174,3
"289","13340000_22",18.2611147887633,3
"290","13340600_12",11.3295686503882,3
"291","13340600_13",15.7637960076363,3
"292","13340600_14",14.6334106416369,3
"293","13340600_15",21.5809051304788,3
"294","13340600_16",29.990599757689,3
"295","13340600_17",21.9487295655799,3
"296","13340600_18",14.4615996670211,3
"297","14400000_10",9.4442097140652,3
"298","9217900_31",9.03014443324279,3
"299","9223000_25",8.05993022282524,3
"300","9223000_26",8.21493187226741,3
"301","9312600_25",9.12898202662481,3
"302","9312600_26",11.0327382554906,3
"303","9312600_27",12.0763046330806,3
"304","Sierra Nevada_10",9.59345559814663,3
"305","Sierra Nevada_11",11.5800278425349,3
"306","Sierra Nevada_12",11.0147455339228,3
"307","Sierra Nevada_13",11.1394529762416,3
"308","Sierra Nevada_14",14.4970639878011,3
"309","Sierra Nevada_15",13.7230182036934,3
"310","Sierra Nevada_16",11.0289477922434,3
"311","Sierra Nevada_27",9.0692661455434,3
"312","Sierra Nevada_28",13.7407142262237,3
"313","Sierra Nevada_29",17.4309436288425,3
"314","Sierra Nevada_3",9.12913544539093,3
"315","Sierra Nevada_30",21.763811961911,3
"316","Sierra Nevada_31",22.2285827339239,3
"317","Sierra Nevada_32",17.7863207740564,3
"318","Sierra Nevada_33",18.4846155215244,3
"319","Sierra Nevada_34",19.3456830256981,3
"320","Sierra Nevada_35",17.3850554675748,3
"321","Sierra Nevada_9",9.03103473016089,3
"322","Upper Colorado Region_17",10.6229535085748,3
"323","Upper Colorado Region_18",11.3550582430964,3
"324","Upper Colorado Region_19",10.3085407417304,3
"325","Upper Colorado Region_20",9.65537529377883,3
"326","Upper Colorado Region_21",8.43760145419843,3
"327","Upper Colorado Region_22",7.68476560486538,3
"328","Upper Colorado Region_25",7.79154978222238,3
"329","Upper Colorado Region_26",8.36121737900227,3
"330","Upper Colorado Region_27",9.1883900504812,3
"331","Upper Colorado Region_28",7.91282414774559,3
"332","11532500_11",9.63108162323785,4
"333","12390700_15",12.9731921213925,4
"334","12413000_14",10.6289161070009,4
"335","12413000_16",10.4458338679407,4
"336","12414500_15",15.4445161201599,4
"337","12414500_16",16.6066473271976,4
"338","12414500_17",22.9396437645651,4
"339","12414500_18",21.8951325355576,4
"340","12451000_14",10.6478949073812,4
"341","12452800_13",18.5262997498858,4
"342","12452800_14",17.951485630278,4
"343","12452800_15",19.3869966002158,4
"344","12452800_16",20.5768838834106,4
"345","12452800_17",10.9080091571075,4
"346","13011500_23",33.1297272562878,4
"347","13011500_25",48.3539035071478,4
"348","13011500_26",44.3881777446654,4
"349","13011500_27",34.1669166581787,4
"350","13011900_23",17.5785467673802,4
"351","13011900_24",31.9446395785384,4
"352","13011900_25",32.4107027735714,4
"353","13011900_26",37.7206012741587,4
"354","13011900_27",18.4369981459589,4
"355","13011900_28",33.9959431880896,4
"356","13011900_30",8.23820794991622,4
"357","13011900_31",8.3469525011691,4
"358","13161500_22",10.1278436887767,4
"359","13161500_23",7.36709018565223,4
"360","13185000_17",15.6414802630376,4
"361","13185000_18",17.6595688100108,4
"362","13185000_19",21.9112467293736,4
"363","13185000_20",22.9005072291678,4
"364","13185000_21",21.1647054846953,4
"365","13185000_22",23.105106499729,4
"366","13185000_23",28.3449642484176,4
"367","13185000_24",30.1006415588909,4
"368","13185000_25",21.7618720577828,4
"369","13310700_18",13.9952942130157,4
"370","13310700_19",23.2127307093313,4
"371","13310700_20",26.9864019630511,4
"372","13310700_21",29.6911514116387,4
"373","13340000_12",7.99005226953731,4
"374","13340000_13",12.980453190034,4
"375","13340000_14",10.75025677451,4
"376","13340000_15",13.2710803776475,4
"377","13340000_16",13.6410167931187,4
"378","13340000_17",16.5447912953004,4
"379","13340000_18",17.8020043412136,4
"380","13340000_19",25.5230936806587,4
"381","13340000_20",19.0591245494837,4
"382","13340000_21",15.251230394352,4
"383","13340000_22",16.9489654201706,4
"384","13340600_12",10.6569811155702,4
"385","13340600_13",15.7367847319027,4
"386","13340600_14",14.8138851395764,4
"387","13340600_15",22.2855378513392,4
"388","13340600_16",30.6246176955119,4
"389","13340600_17",22.7158423209915,4
"390","13340600_18",14.6176112134071,4
"391","9217900_31",8.99913775758367,4
"392","9223000_25",8.13823289888536,4
"393","9223000_26",8.57257518044394,4
"394","9312600_25",8.08840662299167,4
"395","9312600_26",11.0728386266485,4
"396","9312600_27",13.036635744525,4
"397","Sierra Nevada_26",7.58340160125393,4
"398","Sierra Nevada_27",9.87463817751463,4
"399","Sierra Nevada_28",15.0910039741143,4
"400","Sierra Nevada_29",18.5806060963003,4
"401","Sierra Nevada_30",22.5299335077524,4
"402","Sierra Nevada_31",22.3787174112216,4
"403","Sierra Nevada_32",17.5729359265893,4
"404","Sierra Nevada_33",18.3563016179299,4
"405","Sierra Nevada_34",19.3260245021836,4
"406","Sierra Nevada_35",17.5455169621874,4
"407","Upper Colorado Region_17",10.0180579091942,4
"408","Upper Colorado Region_18",10.3421024112758,4
"409","Upper Colorado Region_19",9.31152810201337,4
"410","Upper Colorado Region_20",9.08405491331079,4
"411","Upper Colorado Region_21",7.81341545811392,4
"412","Upper Colorado Region_25",7.52630721568215,4
"413","Upper Colorado Region_26",8.23159944538144,4
"414","Upper Colorado Region_27",8.74329340493194,4
"415","Upper Colorado Region_28",7.71885699310614,4
"416","12390700_15",11.5019555449292,5
"417","12411000_12",7.76206705791809,5
"418","12413000_14",12.9766614164034,5
"419","12413000_15",10.6900100819884,5
"420","12413000_16",10.3836083584712,5
"421","12414500_14",8.62333681436858,5
"422","12414500_15",17.487455531086,5
"423","12414500_16",17.1066129551064,5
"424","12414500_17",23.9228112091172,5
"425","12414500_18",23.1467945047684,5
"426","12451000_14",13.5533976249039,5
"427","12451000_15",8.9313866809903,5
"428","12452800_13",20.6120601548332,5
"429","12452800_14",18.6692252406422,5
"430","12452800_15",20.1405341688103,5
"431","12452800_16",20.579584725111,5
"432","12452800_17",10.5859564973679,5
"433","13011500_23",30.4360175056615,5
"434","13011500_25",45.4548951175832,5
"435","13011500_26",42.2914415527175,5
"436","13011500_27",31.5299762008944,5
"437","13011900_23",18.9855347252101,5
"438","13011900_24",31.753726441469,5
"439","13011900_25",30.9050087273636,5
"440","13011900_26",37.0941946689373,5
"441","13011900_27",16.9446567018069,5
"442","13011900_28",32.0020503191813,5
"443","13011900_31",8.92772310184307,5
"444","13161500_22",9.13234246937356,5
"445","13185000_17",15.5374922408888,5
"446","13185000_18",18.4042954075528,5
"447","13185000_19",22.2573340635883,5
"448","13185000_20",26.953689796785,5
"449","13185000_21",24.6619949741338,5
"450","13185000_22",25.6491249847918,5
"451","13185000_23",30.5491173912621,5
"452","13185000_24",31.5601701108083,5
"453","13185000_25",21.7050555374516,5
"454","13310700_19",15.8005359954863,5
"455","13310700_20",22.9612560589533,5
"456","13310700_21",28.6128651907595,5
"457","13340000_12",9.10082075966715,5
"458","13340000_13",14.4483450808428,5
"459","13340000_14",13.057531177374,5
"460","13340000_15",13.2959784037811,5
"461","13340000_16",12.9221274446193,5
"462","13340000_17",15.0704953625434,5
"463","13340000_18",15.9620388609164,5
"464","13340000_19",23.7445511031298,5
"465","13340000_20",16.5643328560611,5
"466","13340000_21",12.9770082343879,5
"467","13340000_22",14.2988122004201,5
"468","13340600_12",16.1657757714361,5
"469","13340600_13",21.130432204037,5
"470","13340600_14",20.5306208606203,5
"471","13340600_15",25.5589237568529,5
"472","13340600_16",32.3013281209761,5
"473","13340600_17",26.0062973149693,5
"474","13340600_18",15.3481677850675,5
"475","9217900_31",7.42918380640147,5
"476","9223000_25",7.62668982829619,5
"477","9223000_26",8.46200270165616,5
"478","9312600_25",9.04674839599306,5
"479","9312600_26",11.4301009423302,5
"480","9312600_27",12.1560718733111,5
"481","Sierra Nevada_23",7.48152561274117,5
"482","Sierra Nevada_24",10.3129580234479,5
"483","Sierra Nevada_25",9.91126479514832,5
"484","Sierra Nevada_26",11.738259009159,5
"485","Sierra Nevada_27",12.409835352192,5
"486","Sierra Nevada_28",16.8645133381813,5
"487","Sierra Nevada_29",18.874539005064,5
"488","Sierra Nevada_30",22.2851352827138,5
"489","Sierra Nevada_31",22.2218067590384,5
"490","Sierra Nevada_32",18.0574857338861,5
"491","Sierra Nevada_33",18.7742508850307,5
"492","Sierra Nevada_34",19.8033086127967,5
"493","Sierra Nevada_35",18.563565550482,5
"494","Upper Colorado Region_20",7.5099788708742,5
"495","Upper Colorado Region_21",8.26379814417214,5
"496","Upper Colorado Region_22",8.48511726239396,5
"497","Upper Colorado Region_25",9.00362771981909,5
"498","Upper Colorado Region_26",9.27803271059834,5
"499","Upper Colorado Region_27",8.85274086369525,5
"500","Upper Colorado Region_28",7.5060023825269,5
