LatGauge,LonGauge,GAGEID,FittedSlope,FittedIntercept,Slope,Nov1SM,MeanWinterSM,TheilSenSlope,SpringRunoffVIC,SpringRunoffRatioVIC,AvgWinterTemp,AvgAnnualTemp,PeakSWE,WinterPrecip,SpringPrecip,PeakSWE_PrecipRatio,Apr1SWE,MeanOctSM,MeanNovSM,MeanDOWYPeakSWE,NovTemp,DecTemp,JanTemp,FebTemp,NovSWE,DecSWE,JanSWE,JanSM,TheilSenSlopeSpring,SlopeSpring,VolSMChangeWint,VolSMChangeSp,SM_DOWYPeakSWE,VolSMChangeSpringPSWE,July31SM,SpringRunoffPSWE_VIC,SpringPrecipPSWE,WinterPrecipPSWE,SpringEvapPSWE,SpringBaseflowPSWE,OctPrecip,NovPrecip,DecPrecip,JanPrecip,FebPrecip,MarPrecip,AprPrecip,MayPrecip,JunPrecip,JulPrecip,Dec1SM,Jan1SM,Feb1SM,Mar1SM,Apr1SM,FirstDayBelow0Temp,NumbDaysBelow0Temp,MaxConsDaysBelow0Temp,FirstDayAbove0Temp,SM_0TempDay,SM_PosTempDay,Snowout,Snowmelt,CorrNov1SM_RR,PValue_CorrNov1SMRR,CorrNov1SM_SR,PValue_CorrNov1SMSR,CorrOctSM_RR,PValue_CorrOctSMRR,CorrOctSM_SR,PValue_CorrOctSMSR,CorrNovSM_RR,PValue_CorrNovSMRR,CorrNovSM_SR,PValue_CorrNovSMSR,R2_Nov1SM_SR,R2_Nov1SM_RR,R2_OctSM_SR,R2_OctSM_RR,R2_NovSM_SR,R2_NovSM_RR,PercCluster1,Cluster,Gage,Elev_band,Snowout,MeanDOWYPeakSWE,Snowout_cal_yr,MeanDOWYPeakSWE_CalYr,Snowout_cal_yr_dt,MeanDOWYPeakSWE_CalYr_dt
1,1,11381500_18,1.993457995,217.5724209,1.979180771,200.7414111,364.7519355,1.700695615,72.92256481,0.059736992,1.662723214,6.800223638,300.2831685,870.2435741,171.7526852,0.336247941,204.4189056,173.7489417,240.4954612,154.4074074,2.352548086,-0.846948984,-0.916951553,0.05894501,9.316224259,59.95066284,141.4694845,372.1569111,-2.589171862,-1.785356953,232.5270796,-258.2519796,433.2684907,6.571251852,175.0165111,101.0666296,266.7542963,778.130037,428.8669574,294.1613963,67.4397037,138.2735,173.2040185,178.0773519,152.6122037,156.7483519,81.30966667,54.26318519,29.56835185,6.611481481,280.7679611,348.9919741,393.12,442.3878037,507.5220815,67.37037037,66.24074074,22.40740741,90,334.0835,334.3804,205,6.883933333,0.273571996,0.045321278,0.317837815,0.019177606,0.148984433,0.28228303,0.158426082,0.252543921,0.202088275,0.142795656,0.267856084,0.050204097,0.101020877,0.074841637,0.025098823,0.022196361,0.071746882,0.040839671,18.51851852,1.814814815,11381500,18,205,154,113,62,2000-04-22,2000-03-02
1,1,11381500_20,0.947392894,224.7036906,1.104290346,200.325913,300.3026868,0.736935603,152.7847778,0.129546321,-0.092451337,5.158672581,520.2152741,835.0336481,172.4506481,0.594108693,447.338063,174.803927,232.4364008,176.7222222,0.658460123,-2.543668339,-2.613822282,-1.649770142,23.46197278,114.724126,240.2701864,302.2938682,-2.001259869,-1.109243734,160.4636019,-139.6055667,360.7895148,91.83931481,221.1839481,159.5939352,162.5287407,843.316537,365.3696722,298.6137852,66.68766667,133.2610741,165.0082407,169.8228889,146.551963,149.8285556,80.47292593,55.32514815,29.99898148,6.653592593,258.1815667,293.6308556,310.4234778,335.8700167,410.3959722,53.07407407,103.7777778,37.25925926,103,272.6086,289.4013,234,6.085601818,0.246671484,0.072154463,0.287620052,0.034953267,0.156217016,0.259304156,0.170959265,0.216452372,0.261387161,0.056237729,0.318725597,0.018825647,0.082725294,0.060846821,0.02922707,0.024403756,0.101586006,0.068323248,59.25925926,1.407407407,11381500,20,234,177,142,85,2000-05-21,2000-03-24
1,1,11381500_21,0.178656646,368.3075797,0.354065999,352.7032815,380.9752531,0.055132218,723.4881926,0.345891555,-2.794371307,2.260506713,1600.267413,1689.467926,405.5695741,0.866849494,1456.401163,326.6521303,370.4400372,202.2037037,-2.348584815,-5.523869056,-5.603869654,-4.668519456,144.4434141,423.3838425,733.1179378,384.3606328,0.441492067,0.860437538,61.22749444,78.67915556,413.9307759,166.4925741,492.6099315,725.7133056,218.323963,1870.928611,126.4065056,621.9514889,139.4953889,273.0694444,328.4633519,339.2456481,297.0472963,303.3779259,178.8782778,134.6355185,74.04257407,18.0132037,377.3204037,386.0731093,382.4272389,381.9662722,397.1557648,36.74074074,162.7222222,110.3148148,180,358.3334,366.762,292,13.12302,-0.190315498,0.168067656,-0.015273785,0.912711529,-0.153372995,0.268185155,-0.103960098,0.454398254,-0.168061976,0.22445634,0.078849145,0.570886546,0.000233289,0.036219989,0.010807702,0.023523276,0.006217188,0.028244828,92.59259259,1.074074074,11381500,21,292,202,200,110,2000-07-18,2000-04-19
1,1,11381500_5,1.310271038,107.0748019,NaN,246.9239741,426.5242519,1.220139648,7.099253704,0.008980722,15.99229469,15.33417357,1.994838889,654.4234815,110.2753148,0.003936725,0,234.8688725,277.0679863,45.7037037,10.33967586,6.912635006,7.14780914,8.613689023,3.59E-05,0.164756452,0.068281362,454.7037639,-0.234858511,-0.383185894,76.81347222,-67.47203889,323.7374463,108.7574463,256.2654074,62.4114463,602.627037,163.4205,425.1336,181.557,39.05553704,95.48472222,141.0641481,147.2050741,123.5489074,105.2201296,57.22537037,37.3295,13.45340741,2.267037037,313.2795667,412.1688148,487.3938537,525.05805,529.6295537,68,0.611111111,2.375,NaN,NaN,NaN,2,0,0.045367098,0.744616669,0.08755308,0.528997255,0.076282437,0.583525352,0.095380249,0.49267198,-0.057119187,0.68162079,0.107599836,0.438667616,0.007665542,0.002058174,0.009097392,0.00581901,0.011577725,0.003262602,74.07407407,1.259259259,11381500,5,2,46,363,319,2000-12-28,2000-11-14
1,1,11381500_7,3.020470682,235.670456,#NAME?,256.3799741,461.87729,2.796198301,9.586616667,0.009635089,10.35853193,14.02024655,7.735740741,839.9530556,129.7719444,0.010706572,0,236.2762134,300.2519278,104.8518519,9.128629815,5.757025687,5.946553644,7.266596333,0.015878086,0.611017025,0.897649044,502.3744615,-1.3868795,-1.2891123,228.1899204,-234.5899389,484.5698944,39.68487778,249.9799556,68.95241667,521.787963,457.6341667,397.43665,287.4552833,53.91790741,132.1316667,172.6481852,196.1623148,144.930037,136.326037,73.95692593,37.47642593,15.65657407,2.682018519,351.3418315,461.5615796,529.0232722,553.3506167,552.7051315,67,1.648148148,1.958333333,NaN,NaN,NaN,154,6.3177,-0.027165924,0.845398573,0.05679442,0.683335323,-0.067716614,0.626592164,0.001013759,0.99419523,-0.051324426,0.712445259,0.147861196,0.285968314,0.003225606,0.000737987,1.03E-06,0.00458554,0.021862933,0.002634197,27.77777778,1.722222222,11381500,7,154,105,62,13,2000-03-02,2000-01-12
1,1,11381500_9,3.59149887,263.7248261,#NAME?,266.3781815,487.7892177,3.315078035,12.27963148,0.009923839,9.157046468,13.12198803,15.32819815,1058.228019,150.4476111,0.015768477,0.016244444,239.5691107,322.0879662,107.2407407,8.370844506,5.088464158,5.229566189,6.425912899,0.041675679,1.248800896,3.084005376,536.8518687,-1.891898517,-1.547465692,260.9376259,-287.9571815,527.3158074,14.16731481,239.3586259,117.6825852,634.9786481,586.8943519,441.0795833,367.7885963,68.78162963,170.6059074,224.4754259,245.8187593,178.7209259,165.1095185,90.63968519,38.5642963,18.07914815,3.164481481,386.5764833,501.1914944,556.8938944,569.6257833,558.0327593,76.5,3.259259259,2.741935484,NaN,NaN,NaN,157,3.83355,-0.061758116,0.657308328,0.008938712,0.948850694,-0.092183992,0.507346925,-0.040474303,0.771369599,-0.076323446,0.583322427,0.109072941,0.43238844,7.99E-05,0.003814065,0.001638169,0.008497888,0.011896906,0.005825268,24.07407407,1.759259259,11381500,9,157,107,65,15,2000-03-05,2000-01-15
1,1,11383500_11,3.344137624,260.8539555,#NAME?,263.5872444,478.0915042,3.067850509,12.38301111,0.009943977,7.983855857,12.10550965,23.27657407,1022.864815,147.9052407,0.02408888,0.332535185,237.4756144,314.5615918,113.5925926,7.490859877,4.198105257,4.351996894,5.41891915,0.068709753,2.288857049,6.315687097,525.8513621,-2.210202671,-1.713507759,265.7160407,-306.8543815,529.3032852,-18.042,222.4489037,94.07320741,545.7006667,635.5504815,479.4674889,295.0419241,67.48222222,160.4743519,220.1807963,231.6853148,172.4611481,165.9645556,89.95298148,37.66692593,17.27218519,3.013148148,374.9316815,489.4024556,547.26545,560.8706611,546.2568648,90.66666667,6.12962963,3.682926829,NaN,NaN,NaN,158,6.148666667,0.06575875,0.636619096,0.141814189,0.306348452,0.045300304,0.744979958,0.111970043,0.420188007,0.076638117,0.581766405,0.241144883,0.078984819,0.020111264,0.004324213,0.01253729,0.002052118,0.058150855,0.005873401,22.22222222,1.777777778,11383500,11,158,114,66,22,2000-03-06,2000-01-21
1,1,11383500_12,3.44441073,267.7910019,3.31808683,264.541387,479.7443235,3.183553584,12.19036296,0.009984312,6.81005225,11.10019427,41.5987537,1009.533537,146.9418148,0.042416087,0.610559259,238.2991934,316.7583294,115.9444444,6.531548086,3.298025926,3.391418757,4.388111998,0.469263148,4.872123955,14.96469098,524.0131266,-2.203700608,-1.740102815,268.8206963,-310.5122352,533.3620833,-23.57077037,222.8498481,88.90596852,503.6417407,660.8164444,467.8525278,293.8676426,67.47035185,161.8211481,214.9957222,224.8196667,170.0516852,165.8461667,89.23459259,37.09040741,17.35927778,3.257537037,377.5678796,487.4786852,546.9258315,563.2496833,552.6044519,91.28571429,12.01851852,5.137254902,NaN,NaN,NaN,161,5.850916667,0.043875708,0.752741307,0.118083424,0.395097527,0.02467209,0.859440272,0.090232622,0.51641451,0.032093636,0.817796479,0.213949036,0.12031355,0.013943695,0.001925078,0.008141926,0.000608712,0.04577419,0.001030001,16.66666667,1.833333333,11383500,12,161,116,69,24,2000-03-09,2000-01-23
1,1,11383500_14,3.045217377,284.3233464,2.893310733,272.5695074,483.0640481,2.816894095,13.6170963,0.010940293,5.729713895,10.17570748,64.65073333,996.611963,160.7067037,0.066012582,1.421411111,242.9198491,324.1238023,119,5.61572179,2.351219415,2.432493548,3.44361962,1.001583519,8.23669773,25.35402593,522.2522455,-2.232411998,-1.65371249,242.2783685,-288.9989481,514.8478759,-3.234272222,225.8489278,100.729463,512.831963,649.6066481,471.6344685,291.6569296,75.82194444,161.9327037,209.2652593,215.8454815,163.6652037,165.6431852,88.14275926,43.39668519,24.37268519,4.794574074,383.8257352,487.3356907,545.3838556,567.1245704,560.4874222,87.87096774,19.90740741,7.148148148,158,510.1982,526.6313,161,8.1346,0.125285305,0.366697512,0.178774892,0.195862046,0.099808967,0.472709546,0.149397625,0.280935268,0.100108022,0.471377329,0.253244559,0.06465139,0.031960462,0.015696408,0.02231965,0.00996183,0.064132807,0.010021616,22.22222222,1.777777778,11383500,14,161,119,69,27,2000-03-09,2000-01-27
1,1,11383500_15,2.263269748,275.7430289,2.157458659,256.0925759,437.3769954,2.019405511,48.84741296,0.040246926,2.880911534,8.122136668,206.0929111,904.993537,153.8777778,0.225165848,125.1974204,226.5816697,299.6180257,150.2407407,3.538619877,0.155935723,0.200497073,1.277105013,5.422771235,42.71168435,106.1800118,455.7202715,-2.639526625,-1.929904067,246.3387907,-288.3811907,502.4313667,-41.98842222,214.0501759,80.37271667,272.7117963,788.0757037,434.4735611,253.4392185,74.4137037,148.5893889,189.6271852,188.0399259,150.2948889,149.9894815,80.17746296,42.47698148,25.74648148,5.476851852,347.08355,427.0636685,478.5689407,520.0558204,552.9257019,73.55769231,46.24074074,15.81481481,89,400.6414,400.4642,188,7.274409091,0.171150018,0.215932495,0.228845544,0.096015529,0.077778055,0.576145337,0.115307393,0.406380051,0.187954897,0.173504823,0.250242437,0.067996789,0.052370283,0.029292329,0.013295795,0.006049426,0.062621277,0.035327043,12.96296296,1.87037037,11383500,15,188,150,96,58,2000-04-05,2000-02-27
1,1,11383500_16,2.453588911,240.1073057,2.314645546,232.0088648,414.8943618,2.228583037,25.1286,0.022626675,2.943429023,8.041882714,159.4981167,829.3443704,157.0345556,0.194124309,63.13869259,208.6974812,271.1007354,141.1296296,3.513532593,0.196434648,0.175029689,1.214872735,3.417275926,28.0930672,74.66854456,429.762604,-2.526162582,-1.755349112,239.3716185,-275.2393741,471.3804833,-16.13633519,196.1411093,68.12188704,322.8182963,666.1478148,454.5881056,234.8895741,60.08474074,128.3228519,167.0163704,174.5957222,150.8491667,144.9697222,72.05655556,52.32164815,27.83277778,4.823574074,314.9378407,397.3318352,456.8699389,508.5574204,540.659437,75.61538462,46.81481481,15.96296296,89,347.8335,348.732,185,11.1664875,0.27214342,0.046503624,0.294007307,0.030936244,0.12140005,0.381861833,0.127794708,0.357099884,0.095768554,0.490904336,0.166208309,0.22968366,0.086440297,0.074062041,0.016331487,0.014737972,0.027625202,0.009171616,16.66666667,1.833333333,11383500,16,185,141,93,49,2000-04-02,2000-02-18
1,1,11383500_17,1.885904024,212.5945818,1.868629713,199.5592829,353.960906,1.62605126,56.60402222,0.051874822,1.725652267,7.089236779,273.4996088,782.7341806,148.9024722,0.341246328,181.4565023,176.4767706,235.5052556,151.8703704,2.459799722,-1.016750149,-1.060809483,0.115237047,7.632333256,55.26920415,134.9972277,358.571217,-2.397599292,-1.607230473,214.6045657,-238.4097551,414.1638486,24.52937917,175.7540935,81.42004907,247.7065926,687.1775046,430.0159588,247.0834602,58.27966667,123.6893981,158.3059352,165.4825509,138.4053426,135.1171574,70.78975,45.92986111,26.21961111,5.96325,272.0452403,335.2584167,380.715362,430.6564014,493.4562324,67.37037037,64.5,22.85185185,91,326.307175,326.143125,222,3.603573333,0.194945182,0.157766657,0.235804375,0.08606062,0.099451832,0.474303135,0.120740376,0.384473138,0.148132008,0.285076919,0.200022383,0.14701222,0.055603703,0.038003624,0.014578239,0.009890667,0.040008954,0.021943092,24.07407407,1.759259259,11383500,17,222,152,130,60,2000-05-09,2000-02-28
1,1,11383500_18,1.413421923,212.8823431,1.460491369,196.7095926,320.7277571,1.205610907,98.74327222,0.08642817,0.649570537,6.081675528,380.9147204,801.4442593,164.9386389,0.458456412,308.0069593,171.7238247,229.0727457,164.8333333,1.458921235,-2.018083542,-2.090123835,-0.908059737,13.42633596,79.71307879,180.9601077,323.4843199,-1.912138706,-1.443743672,192.0192713,-198.5311935,388.7288639,57.159875,190.1976704,111.3374528,194.6208611,770.4080648,407.5086315,259.2545565,63.65269444,122.832463,160.9755278,165.586963,146.8325463,138.0453981,71.73947222,55.6260463,31.39041667,6.182703704,258.9239315,308.3702157,338.3276556,376.3035046,442.5093491,57.2037037,87.03703704,31.14814815,92,297.05125,299.36885,239,4.273247541,0.193375867,0.161204985,0.231690208,0.091843185,0.073366822,0.598033775,0.097016922,0.485244,0.166003181,0.230267239,0.205356663,0.136309773,0.053680352,0.037394226,0.009412283,0.005382691,0.042171359,0.027557056,31.48148148,1.685185185,11383500,18,239,165,147,73,2000-05-26,2000-03-12
